unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
703,W04-1610,a holistic lexiconbased approach to opinion mining,,an evaluation of statistical approaches to text categorization”,Y Yang,"Automatic text categorization has been used in search engines , digital library systems , and document management systems ( #AUTHOR_TAG ) .",0
704,D13-1115,a holistic lexiconbased approach to opinion mining,,the wacky wide web a collection of very large linguistically processed webcrawled corpora language resources and evaluation,Marco Baroni,"For our Text modality , we use deWaC , a large German web corpus created by the WaCKy group ( #AUTHOR_TAG ) containing approximately 1.7 B word tokens .",2
705,W02-0309,a holistic lexiconbased approach to opinion mining,,automated coding of diagnoses three methods compared,P Franz,Unless very high rates of misspellings are to be expected ( this explains the favorable results for trigram indexing in ( #AUTHOR_TAG ) ) one can not really recommend this method .,4
706,W04-0910,a holistic lexiconbased approach to opinion mining,,towards evaluation of nlp systems,D Flickinger,"For english , there is for instance the 15 year old HewlettPackard test suite , a simple text file listing test sentences and grouping them according to linguistics phenomena ( #AUTHOR_TAG ) ; and more recently , the much more sophisticated TSNLP ( Test Suite for Natural Language Processing ) which includes some 9500 test items for English , French and German , each of them being annotated with syntactic and application related information ( Oepen and Flickinger , 1998 ) .",4
707,D08-1034,a holistic lexiconbased approach to opinion mining,,shallow semantic parsing of chinese,Honglin Sun,"Previous work on Chinese SRL mainly focused on how to transplant the machine learning methods which has been successful with English , such as #AUTHOR_TAG , Xue and Palmer ( 2005 ) and Xue ( 2008 ) .",0
708,J97-4003,a holistic lexiconbased approach to opinion mining,,the formalism and implementation of patr ii,Stuart Shieber,A similar method is included in PATR-II ( #AUTHOR_TAG ) and can be used to encode lexical rules as binary relations in the CUF system ( Dorre and Eisele 1991 ; Done and Dorna 1993b ) or the TFS system ( Emele and Zajac 1990 ; Emele 1994 ) .,4
709,D08-1007,a holistic lexiconbased approach to opinion mining,,using the web to obtain frequencies for unseen bigrams,Frank Keller,"Our training examples are similar to the data created for pseudodisambiguation , the usual evaluation task for SP models ( Erk , 2007 ; #AUTHOR_TAG ; Rooth et al. , 1999 ) .",4
710,P05-3005,a holistic lexiconbased approach to opinion mining,,mining the biomedical literature in the genomic era an overview,H Shatkay,"With the use of computers in storing the explosive amount of biological information , natural language processing ( NLP ) approaches have been explored to make the task of managing information recorded in free text more feasible #AUTHOR_TAG .",0
711,J91-2003,a holistic lexiconbased approach to opinion mining,,intended models circumscription and commonsense reasoningquot,W Zadrozny,"A formula q5 of L ( =-RRB- , the language with equality , is weakly R + M-abductible from an object theory T , denoted by T I-R + m 0 , iff there exists a partial theory T e PT ( T ) and a preferred model M E PM ( T ) such that M = 0 , i.e. 0 is true in at least one preferred model of the partial theory T. Note : The notions of strong provability and strong R + M-abduction can be introduced by replacing `` there exists '' by `` all '' in the above definitions ( cfXXX #AUTHOR_TAGb ) .",4
712,J92-1004,a holistic lexiconbased approach to opinion mining,,speech database development design and analysis of the acousticphonetic corpusquot,L Lamel,The first version ( TIMIT ) was developed for the 450 phonetically rich sentences of the TIMIT database ( #AUTHOR_TAG ) .,2
713,J00-4002,a holistic lexiconbased approach to opinion mining,,monotonic semantic interpretation,Hiyan Alshawi,A third problem arises with the approach to the semantics of QLFs that this notion of the relationship between QLF and RQLF encourages one to adopt : it is that taken by #AUTHOR_TAG .,4
714,N04-2004,a holistic lexiconbased approach to opinion mining,,event structure and the encoding of arguments the syntax of the english and mandarin verb phrase,Jimmy Lin,"In ( #AUTHOR_TAG ) , I present evidence from Mandarin Chinese that this analysis is on the right track .",1
715,P10-4003,a holistic lexiconbased approach to opinion mining,,information state and dialogue management in the trindi dialogue move engine toolkit,Staffan Larsson,Interaction between components is coordinated by the dialogue manager which uses the informationstate approach ( #AUTHOR_TAG ) .,2
716,P05-3005,a holistic lexiconbased approach to opinion mining,,online mendelian inheritance in man omim a knowledgebase of human genes and genetic disorders nucleic acids res,A Hamosh,"Other molecular biology databases We also included several model organism databases or nomenclature databases in the construction of the dictionary , i.e. , mouse Mouse Genome Database ( MGD ) [ 18 ] , fly FlyBase [ 19 ] , yeast Saccharomyces Genome Database ( SGD ) [ 20 ] , rat -- Rat Genome Database ( RGD ) [ 21 ] , worm -- WormBase [ 22 ] , Human Nomenclature Database ( HUGO ) [ 23 ] , Online Mendelian Inheritance in Man ( OMIM ) #AUTHOR_TAG , and Enzyme Nomenclature Database ( ECNUM ) [ 25 , 26 ] .",2
717,J87-3002,a holistic lexiconbased approach to opinion mining,,exploiting a large dictionary data base,Archibal Michiels,"There are many more distinctions which are conveyed by the conjunction of grammar codes and word qualifiers ( see #AUTHOR_TAG , for further details ) .",0
718,P97-1063,a holistic lexiconbased approach to opinion mining,,a geometric approach to mapping bitext correspondencequot,I D Melamed,"The most common way is to divide each half of the bitext into an equal number of segments and to align the segments so that each pair of segments Si and Ti are translations of each other ( Gale & Church , 1991 ; #AUTHOR_TAGa ) .",0
719,J87-3002,a holistic lexiconbased approach to opinion mining,,the automatic grammatical tagging of the lob corpus,Geoffrey Leech,#AUTHOR_TAG ) .,5
720,J90-3003,a holistic lexiconbased approach to opinion mining,,finitestate parsing of phrasestructure languages and the status of readjustment rules in grammar,D T Langendoen,"#AUTHOR_TAG proposes readjustment rules similar to those of Chomsky and Halle , but he claims that the readjustment of structure is part of the grammar , not part of the performance model .",0
721,E03-1004,a holistic lexiconbased approach to opinion mining,,improved statistical alignment models,F J Och,"financial news , we created a probabilistic CzechEnglish dictionary by running GIZA + + training ( translation models 1-4 , see #AUTHOR_TAG ) on the training part of the English-Czech WSJ parallel corpus extended by the parallel corpus of entry/translation pairs from the manual dictionary .",2
722,D12-1037,a holistic lexiconbased approach to opinion mining,,incremental and decremental support vector machine learning,G Cauwenberghs,"In the field of machine learning research , incremental training has been employed in the work ( #AUTHOR_TAG ; Shilton et al. , 2005 ) , but there is little work for tuning parameters of statistical machine translation .",0
723,J97-4003,a holistic lexiconbased approach to opinion mining,,the typed feature structure representation formalism,Martin Emele,A similar method is included in PATR-II ( Shieber et al. 1983 ) and can be used to encode lexical rules as binary relations in the CUF system ( Dorre and Eisele 1991 ; Done and Dorna 1993b ) or the TFS system ( Emele and Zajac 1990 ; #AUTHOR_TAG ) .,4
724,P02-1001,a holistic lexiconbased approach to opinion mining,,a gaussian prior for smoothing maximum entropy models,Stanley F Chen,"In a log-linear parameterization , for example , a prior that penalizes feature strengths far from 1 can be used to do feature selection and avoid overfitting ( #AUTHOR_TAG ) .",2
725,P07-1068,a holistic lexiconbased approach to opinion mining,,a modeltheoretic coreference scoring scheme,M Vilain,"We report performance in terms of two metrics : ( 1 ) the Fmeasure score as computed by the commonly-used MUC scorer ( #AUTHOR_TAG ) , and ( 2 ) the accuracy on the anaphoric references , computed as the fraction of anaphoric references correctly resolved .",2
726,D09-1056,a holistic lexiconbased approach to opinion mining,,searching for people on web search engines,Amanda Spink,A study of the query log of the AllTheWeb and Altavista search sites gives an idea of the relevance of the people search task : 11-17 % of the queries were composed of a person name with additional terms and 4 % were identified as person names ( #AUTHOR_TAG ) .,0
727,J02-3002,a holistic lexiconbased approach to opinion mining,,transformationbased errordriven learning and natural language parsing a case study in partofspeech tagging,Eric Brill,"This was done because purely unsupervised techniques ( e.g. , Baum-Welch [ Baum and Petrie 1966 ] or Brill 's [ #AUTHOR_TAGb ] ) enable regularities to be induced for word classes which contain many entries , exploiting the fact that individual words that belong to a POS class occur in different ambiguity patterns .",4
728,W10-3814,a holistic lexiconbased approach to opinion mining,,a discriminative latent variable model for statistical machine translation,Phil Blunsom,"Future research should apply the work of #AUTHOR_TAG and Blunsom and Osborne ( 2008 ) , who marginalize over derivations to find the most probable translation rather than the most probable derivation , to these multi-nonterminal grammars .",5
729,J00-2004,a holistic lexiconbased approach to opinion mining,,automatic evaluation and uniform filter cascades for inducing nbest translation lexicons,I Dan Melamed,"In informal experiments described elsewhere ( #AUTHOR_TAG ) , I found that the G2 statistic suggested by Dunning ( 1993 ) slightly outperforms 02 .",0
730,P07-1068,a holistic lexiconbased approach to opinion mining,,a machine learning approach to coreference resolution of noun phrases,W M Soon,"porating these two KSs into our resolver : they can Following #AUTHOR_TAG , we select as the aneach be represented as a constraint or as a feature , tecedent of each NP , NPS , the closest preceding NP and they can be applied to the resolver in isolation that is classified as coreferent with NPS .",3
731,W06-3309,a holistic lexiconbased approach to opinion mining,,the htk book,Steve Young,"Using the section labels , the HMM was trained using the HTK toolkit ( #AUTHOR_TAG ) , which efficiently performs the forward-backward algorithm and BaumWelch estimation .",2
732,W04-1610,a holistic lexiconbased approach to opinion mining,,toward an arabic web page classifierquot master project,M Yahyaoui,"In this paper , we use TF-IDF ( a kind of augmented DF ) as a feature selection criterion , in order to ensure results are comparable with those in ( #AUTHOR_TAG ) .",4
733,P00-1007,a holistic lexiconbased approach to opinion mining,,a linear observed time statistical parser based on maximum entropy models,A Ratnaparkhi,"A variety of statistical methods were proposed over the recent years for learning to produce a full parse of free-text sentences ( e.g. , Bod ( 1992 ) , Magerman ( 1995 ) , Collins ( 1997 ) , #AUTHOR_TAG , and Sekine ( 1998 ) ) .",0
734,P13-3018,a holistic lexiconbased approach to opinion mining,,masked morphological priming in visual word recognition,J Grainger,"There is a rich literature on organization and lexical access of morphologically complex words where experiments have been conducted mainly for derivational suffixed words of English , Hebrew , Italian , French , Dutch , and few other languages ( Marslen-Wilson et al. , 2008 ; Frost et al. , 1997 ; #AUTHOR_TAG ; Drews and Zwitserlood , 1995 ) .",0
735,J02-3002,a holistic lexiconbased approach to opinion mining,,tagging sentence boundaries”,Andrei Mikheev,"In the disambiguation of capitalized words , the most widespread method is POS tagging , which achieves about a 3 % error rate on the Brown corpus and a 5 % error rate on the WSJ corpus , as reported in #AUTHOR_TAG .",4
736,N01-1013,a holistic lexiconbased approach to opinion mining,,prepositional phrase attachment through a backedoff model,M Collins,"The problem with this approach is that any threshold is , to some extent , arbitrary , and there is evidence to suggest that , for some tasks , low counts are important ( #AUTHOR_TAG ) .",3
737,Q13-1020,a holistic lexiconbased approach to opinion mining,,a wordclass approach to labeling pscfg rules for machine translation,Andreas Zollmann,#AUTHOR_TAG further labeled the SCFG rules with POS tags and unsupervised word classes .,4
738,N10-1084,a holistic lexiconbased approach to opinion mining,,steganography in digital media principles algorithms and applications,Jessica Fridrich,"Steganography is concerned with hiding information in some cover medium , by manipulating properties of the medium in such a way that the hidden information is not easily detectable by an observer ( #AUTHOR_TAG ) .",0
739,P02-1001,a holistic lexiconbased approach to opinion mining,,compilation of weighted finitestate transducers from decision trees,Richard Sproat,"We offer a theorem that highlights the broad applicability of these modeling techniques .4 If f ( input , output ) is a weighted regular relation , then the following statements are equivalent : ( 1 ) f is a joint probabilistic relation ; ( 2 ) f can be computed by a Markovian FST that halts with probability 1 ; ( 3 ) f can be expressed as a probabilistic regexp , i.e. , a regexp built up from atomic expressions a : b ( for a E E U -LCB- E -RCB- , b E A U -LCB- E -RCB- ) using concatenation , probabilistic union + p , and probabilistic closure * p. For defining conditional relations , a good regexp language is unknown to us , but they can be defined in several other ways : ( 1 ) via FSTs as in Fig. 1c , ( 2 ) by compilation of weighted rewrite rules ( Mohri and Sproat , 1996 ) , ( 3 ) by compilation of decision trees ( #AUTHOR_TAG ) , ( 4 ) as a relation that performs contextual left-to-right replacement of input substrings by a smaller conditional relation ( Gerdemann and van Noord , 1999 ) ,5 ( 5 ) by conditionalization of a joint relation as discussed below .",0
740,W06-1104,a holistic lexiconbased approach to opinion mining,,lexikalischsemantische wortnetze chapter computerlinguistik und sprachtechnologie,Claudia Kunze,"Word pairs containing polysemous words are expanded to concept pairs using GermaNet ( #AUTHOR_TAG ) , the German equivalent to WordNet , as a sense inventory for each word .",2
741,Q13-1020,a holistic lexiconbased approach to opinion mining,,what’s in a translation rule,Michel Galley,"Using the initial target U-trees , source sentences and word alignment , we extract minimal GHKM translation rules7 in terms of frontier nodes ( #AUTHOR_TAG ) .",2
742,J04-3001,a holistic lexiconbased approach to opinion mining,,insideoutside reestimation from partially bracketed corpora,Fernando C N Pereira,"For example , while it is difficult to induce a grammar with raw text alone , the task is tractable when the syntactic analysis for each sentence is provided as a part of the training data ( #AUTHOR_TAG ) .",0
743,P00-1007,a holistic lexiconbased approach to opinion mining,,three generative lexicalised models for statistical parsing,M Collins,"Our results are lower than those of full parsers , e.g. , #AUTHOR_TAG as might be expected since much less structural data , and no lexical data are being used .",4
744,W14-1815,a holistic lexiconbased approach to opinion mining,,automatic generation of tamil lyrics for melodies,Ananth Ramakrishnan A,"Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry ( Greene et al. , 2010 ) ( Colton et al. , 2012 ) ( Jiang and Zhou , 2008 ) or song lyrics ( Wu et al. , 2013 ) ( Ramakrishnan #AUTHOR_TAG ) , where specified meter or rhyme schemes are enforced .",4
745,J06-2002,a holistic lexiconbased approach to opinion mining,,speaking from intention to articulation,William J M Levelt,"Hermann and Deutsch ( 1976 ; also reported in #AUTHOR_TAG ) show that greater differences are most likely to be chosen , presumably because they are more striking .",0
746,J13-1008,a holistic lexiconbased approach to opinion mining,,algorithms for deterministic incremental dependency parsing,Joakim Nivre,The result holds for both the MaltParser ( #AUTHOR_TAG ) and the Easy-First Parser ( Goldberg and Elhadad 2010 ) .,2
747,W06-1705,a holistic lexiconbased approach to opinion mining,,distributed video encoding over a peertopeer network,D Hughes,"This system has been successfully tested with the development of plug-ins supporting instant messaging , distributed video encoding ( #AUTHOR_TAG ) , distributed virtual worlds ( Hughes et al. , 2005 ) and digital library management ( Walkerdine and Rayson , 2004 ) .",0
748,J05-3003,a holistic lexiconbased approach to opinion mining,,lexical functional grammar a formal system for grammatical representation,Ronald Kaplan,"In modern syntactic theories ( e.g. , lexical-functional grammar [ LFG ] [ #AUTHOR_TAG ; Bresnan 2001 ; Dalrymple 2001 ] , head-driven phrase structure grammar [ HPSG ] [ Pollard and Sag 1994 ] , tree-adjoining grammar [ TAG ] [ Joshi 1988 ] , and combinatory categorial grammar [ CCG ] [ Ades and Steedman 1982 ] ) , the lexicon is the central repository for much morphological , syntactic , and semantic information .",2
749,K15-1002,a holistic lexiconbased approach to opinion mining,,headdriven statistical models for natural language parsing,M Collins,"We then use Illinois Chunker ( Punyakanok and Roth , 2001 ) 6 to extract more noun phrases from the text and employ Collins head rules ( #AUTHOR_TAG ) to identify their heads .",2
750,P13-3018,a holistic lexiconbased approach to opinion mining,,conscious choice and some light verbs in urduquot,M Butt,#AUTHOR_TAG argues CV formations in Hindi and Urdu are either morphological or syntactical and their formation take place at the argument structure .,0
751,P10-2059,a holistic lexiconbased approach to opinion mining,,intercoder agreement for computational linguistics,Ron Artstein,"feature Cohen 's k corrected k agreement 73.59 98.74 dial act 84.53 98.87 turn 73.52 99.16 Table 2 : Inter-coder agreement on feedback expression annotation Although researchers do not totally agree on how to measure agreement in various types of annotated data and on how to interpret the resulting figures , see #AUTHOR_TAG , it is usually assumed that Cohen 's kappa figures over 60 are good while those over 75 are excellent ( Fleiss , 1971 ) .",0
752,E03-1005,a holistic lexiconbased approach to opinion mining,,a maximumentropyinspired parser,E Charniak,"Collins 1996 , Charniak 1997 , Collins 1999 and #AUTHOR_TAG ) .",4
753,J97-4003,a holistic lexiconbased approach to opinion mining,,lexical rules in hpsg what are they,Mike Calcagno,"Two formalizations of lexical rules as used by HPSG linguists have been proposed , the meta-level lexical rules ( MLRs ; Calcagno 1995 ; #AUTHOR_TAG ) and the .",0
754,P11-1134,a holistic lexiconbased approach to opinion mining,,a systematic comparison of various statistical alignment models,Franz Josef Och,"We run TreeTagger ( Schmid , 1994 ) for tokenization , and used the Giza + + ( #AUTHOR_TAG ) to align the tokenized corpora at the word level .",2
755,J01-4001,a holistic lexiconbased approach to opinion mining,,functional centering,Michael Strube,"Other milestones of recent research include the deployment of probabilistic and machine learning techniques ( Aone and Bennett 1995 ; Kehler 1997 ; Ge , Hale , and Charniak 1998 ; Cardie and Wagstaff 1999 ; the continuing interest in centering , used either in original or in revised form ( Abracos and Lopes 1994 ; #AUTHOR_TAG ; Hahn and Strube 1997 ; Tetreault 1999 ) ; and proposals related to the evaluation methodology in anaphora resolution ( Mitkov 1998a , 2001b ) .",0
756,J00-4002,a holistic lexiconbased approach to opinion mining,,monotonic semantic interpretation,Hiyan Alshawi,"We then go on to compare the current approach with that of some other theories with similar aims : the `` standard '' version of quasi-logical form implemented in the Core Language Engine , as rationally reconstructed by #AUTHOR_TAG and Crouch and Pulman ( 1994 ) ; underspecified Discourse Representation Theory ( Reyle 1993 ) ; and the `` glue language '' approach of Dalrymple et al. ( 1996 ) .",4
757,J03-3004,a holistic lexiconbased approach to opinion mining,,toward memorybased translation,Satoshi Sato,"Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX #AUTHOR_TAG ; Veale and Way 1997 ; Carl 1999 ) .7 As an example , consider the translation into French of the house collapsed .",0
758,N01-1002,a holistic lexiconbased approach to opinion mining,,capturing the interaction between aggregation and text planning in two generation systems,H Cheng,"Using WordNet , annotating the sem feature of an adjective involves first choosing the correct sense for the adjective 2Some descriptions of int modifiers can be found in ( #AUTHOR_TAGb ) .",0
759,W00-1312,a holistic lexiconbased approach to opinion mining,,a comparative study of query and document translation for crosslanguage information retrievalquot,D W Oard,"One common approach is using Machine Translation ( MT ) to translate the queries to the language of the documents or translate documents to the language of the queries ( Gey et al , 1999 ; #AUTHOR_TAG ) .",4
760,J91-2003,a holistic lexiconbased approach to opinion mining,,38 examples of elusive antecedents from published texts,J R Hobbs,"Adding selectional restrictions ( semantic feature information , #AUTHOR_TAG ) does not solve the problem , because isolated features offer only part of the background knowledge necessary for reference disambiguation .",0
761,W03-0806,a holistic lexiconbased approach to opinion mining,,generative programming methods tools and applications,Krzysztof Czarnecki,Software engineering research on Generative Programming ( #AUTHOR_TAG ) attempts to solve these problems by focusing on the development of configurable elementary components and knowledge to combine these components into complete systems .,0
762,J05-3003,a holistic lexiconbased approach to opinion mining,,a comparison of evaluation metrics for a broad coverage parser,Richard Crouch,Both use the evaluation software and triple encoding presented in #AUTHOR_TAG .,2
763,W02-1601,a holistic lexiconbased approach to opinion mining,,restricting the weak generative capacity of synchronous tree adjoining grammar,S Shieber,"In this Section , we will describe some example cases , which are drawn from the problem of using synchronous formalisms to define translations between languages ( e.g. #AUTHOR_TAG cases ) .",0
764,J04-3001,a holistic lexiconbased approach to opinion mining,,rule writing or annotation costefficient resource usage for base noun phrase chunking,Grace Ngai,"Some examples include text categorization ( Lewis and Catlett 1994 ) , base noun phrase chunking ( #AUTHOR_TAG ) , part-of-speech tagging ( Engelson Dagan 1996 ) , spelling confusion set disambiguation ( Banko and Brill 2001 ) , and word sense disambiguation ( Fujii et al. 1998 ) .",0
765,K15-1002,a holistic lexiconbased approach to opinion mining,,a constrained latent variable model for coreference resolution,K-W Chang,"Most coreference resolution work simply mentions it in passing as a module in the pipelined system ( #AUTHOR_TAG ; Durrett and Klein , 2013 ; Lee et al. , 2011 ; Bj Â¨ orkelund and Kuhn , 2014 ) .",0
766,J09-4010,a holistic lexiconbased approach to opinion mining,,assessing agreement on classification tasks the kappa statistic,J Carletta,"Because the judges do not evaluate the same cases , we could not employ standard inter-annotator agreement measures ( #AUTHOR_TAG ) .",2
767,P10-2059,a holistic lexiconbased approach to opinion mining,,detecting action meetings in meetings,Gabriel Murray,Related are also the studies by Rieks op den Akker and Schulz ( 2008 ) and #AUTHOR_TAG : both achieve promising results in the automatic segmentation of dialogue acts using the annotations in a large multimodal corpus .,0
768,N04-2004,a holistic lexiconbased approach to opinion mining,,immediate head parsing for language models,Eugene Charniak,"Due to advances in statistical syntactic parsing techniques ( Collins , 1997 ; #AUTHOR_TAG ) , attention has recently shifted towards the harder question of analyzing the meaning of natural language sentences .",0
769,J91-2003,a holistic lexiconbased approach to opinion mining,,temporal ontology in natural languagequot,M Moens,The reader may consult recent papers on this subject ( e.g. #AUTHOR_TAG ; Webber 1987 ) to see what a formal interpretation of events in time might look like .,0
770,J91-2003,a holistic lexiconbased approach to opinion mining,,intended models circumscription and commonsense reasoningquot,W Zadrozny,"Because it is also consistent , it will be chosen as a best interpretation of S , ( cfXXX #AUTHOR_TAGa , 1987b ) .",0
771,E03-1005,a holistic lexiconbased approach to opinion mining,,building a large annotated corpus of english the penn treebank,M Marcus,"For our experiments we used the standard division of the WSJ ( #AUTHOR_TAG ) , with sections 2 through 21 for training ( approx .",2
772,P13-3018,a holistic lexiconbased approach to opinion mining,,morphology and meaning in the english mental lexicon,W D Marslen-Wilson,"With respect to this , we apply the different priming and other lexical decision experiments , described in literature ( #AUTHOR_TAG ; Bentin , S. and Feldman , 1990 ) specifically for derivationally suffixed polymorphemic words and compound verbs of Bangla .",2
773,J03-3004,a holistic lexiconbased approach to opinion mining,,what’s been forgotten in translation memory in envisioning machine translation in the information future,Elliott Macklovitch,"From this description , it should be clear that TM systems do not translate : Indeed , some researchers consider them to be little more than a search-and-replace engine , albeit a rather sophisticated one ( #AUTHOR_TAG ) .",0
774,J01-4001,a holistic lexiconbased approach to opinion mining,,probabilistic coreference in information extraction,Andrew Kehler,"Other milestones of recent research include the deployment of probabilistic and machine learning techniques ( Aone and Bennett 1995 ; #AUTHOR_TAG ; Ge , Hale , and Charniak 1998 ; Cardie and Wagstaff 1999 ; the continuing interest in centering , used either in original or in revised form ( Abracos and Lopes 1994 ; Strube and Hahn 1996 ; Hahn and Strube 1997 ; Tetreault 1999 ) ; and proposals related to the evaluation methodology in anaphora resolution ( Mitkov 1998a , 2001b ) .",0
775,W01-1510,a holistic lexiconbased approach to opinion mining,,hybrid japanese parser with handcrafted grammar and statistics,Hiroshi Kanayama,"Our group has developed a wide-coverage HPSG grammar for Japanese ( Mitsuishi et al. , 1998 ) , which is used in a high-accuracy Japanese dependency analyzer ( #AUTHOR_TAG ) .",0
776,W00-1312,a holistic lexiconbased approach to opinion mining,,the effects of query structure and dictionary setups in dictionarybased crosslanguage information retrievalquot,An Pirkola,"There are several variations of such a method ( Ballesteros and Croft , 1998 ; #AUTHOR_TAG ; Hull 1997 ) .",4
777,J12-4003,a holistic lexiconbased approach to opinion mining,,beyond nombank a study of implicit arguments for nominal predicates,Matthew Gerber,"This evaluation set-up is an improvement versus the one we previously reported ( #AUTHOR_TAG ) , in which fixed partitions were used for training , development , and testing .",1
778,D09-1056,a holistic lexiconbased approach to opinion mining,,experiments on semanticbased clustering for crossdocument coreference,Horacio Saggion,#AUTHOR_TAG compared the performace of NEs versus BoW features .,0
779,K15-1003,a holistic lexiconbased approach to opinion mining,,weaklysupervised bayesian learning of a ccg supertagger,Dan Garrette,The right-side context of a non-terminal category -- the probability of generating a category to the right of the current constituent 's category -- corresponds directly to the category transitions used for the HMM supertagger of #AUTHOR_TAG .,4
780,J00-4002,a holistic lexiconbased approach to opinion mining,,resolving quasi logical forms,Hiyan Alshawi,"The starting point for the approach followed here was a dissatisfaction with certain aspects of the theory of quasi-logical form as described in #AUTHOR_TAG , 1992 ) , and implemented in SRI 's Core Language Engine ( CLE ) .",4
781,J92-1004,a holistic lexiconbased approach to opinion mining,,development and preliminary evaluation of the mit atis systemquot,S Seneff,"However , the method we are currently using in the ATIS domain ( #AUTHOR_TAG ) represents our most promising approach to this problem .",5
782,P05-3005,a holistic lexiconbased approach to opinion mining,,godzik a clustering of highly homologous sequences to reduce the size of large protein databases bioinformatics,W Li,"Three UniRef tables UniRef100 , UniRef90 and UniRef50 ) are available for download : UniRef100 combines identical sequences and sub-fragments into a single UniRef entry ; and UniRef90 and UniRef50 are built by clustering UniRef100 sequences into clusters based on the CD-HIT algorithm #AUTHOR_TAG such that each cluster is composed of sequences that have at least 90 % or 50 % sequence similarity , respectively , to the representative sequence .",2
783,E03-1005,a holistic lexiconbased approach to opinion mining,,a new statistical parser based on bigram lexical dependencies,M Collins,"#AUTHOR_TAG , Charniak 1997 , Collins 1999 and Charniak 2000 ) .",4
784,D13-1115,a holistic lexiconbased approach to opinion mining,,improving video activity recognition using object recognition and text mining,Tanvi S Motwani,"To name a few examples , Rohrbach et al. ( 2010 ) and Socher et al. ( 2013 ) show how semantic information from text can be used to improve zero-shot classification ( i.e. , classifying never-before-seen objects ) , and #AUTHOR_TAG show that verb clusters can be used to improve activity recognition in videos .",0
785,J97-4003,a holistic lexiconbased approach to opinion mining,,an expanded logical formalism for headdriven phrase structure grammar,Paul King,The computational treatment of lexical rules as covariation in lexical entries was implemented in Prolog by the authors in cooperation with Dieter Martini for the ConTroll system ( Gerdemann and #AUTHOR_TAG ; Gotz and Meurers 1997a ) .,2
786,W05-0709,a holistic lexiconbased approach to opinion mining,,arabic verbs and essentials of grammar,J Wightwick,"Arabic has two kinds of plurals : broken plurals and sound plurals ( #AUTHOR_TAG ; Chen and Gey , 2002 ) .",0
787,J91-2003,a holistic lexiconbased approach to opinion mining,,the paragraph as a grammatical unit,R E Longacre,"Although there are other discussions of the paragraph as a central element of discourse ( e.g. Chafe 1979 , Halliday and Hasan 1976 , #AUTHOR_TAG , Haberlandt et al. 1980 ) , all of them share a certain limitation in their formal techniques for analyzing paragraph structure .",4
788,D08-1034,a holistic lexiconbased approach to opinion mining,,labeling chinese predicates with semantic roles,Nianwen Xue,"To prove that our method is effective , we also make a comparison between the performances of our system and Xue and Palmer ( 2005 ) , #AUTHOR_TAG .",4
789,E03-1005,a holistic lexiconbased approach to opinion mining,,a maximumentropyinspired parser,E Charniak,"But while Bod 's estimator obtains state-of-the-art results on the WSJ , comparable to #AUTHOR_TAG and Collins ( 2000 ) , Bonnema et al. 's estimator performs worse and is comparable to Collins ( 1996 ) .",0
790,W10-1758,a holistic lexiconbased approach to opinion mining,,online largemargin training of syntactic and structural translation features,David Chiang,Our plan is to implement a windowed or moving-average version of BLEU as in ( #AUTHOR_TAG ) .,5
791,J02-3002,a holistic lexiconbased approach to opinion mining,,a stochastic parts program and nounphrase parser for unrestricted text”,Kenneth Church,"As #AUTHOR_TAG rightly pointed out , however , `` Proper nouns and capitalized words are particularly problematic : some capitalized words are proper nouns and some are not .",4
792,W00-1017,a holistic lexiconbased approach to opinion mining,,learning to predict problematic situations in a spoken dialogue system experiments with how may i help you,Marilyn Walker,"The recent great advances in speech and language technologies have made it possible to build fully implemented spoken dialogue systems ( Aust et al. , 1995 ; Allen et al. , 1996 ; Zue et al. , 2000 ; #AUTHOR_TAG ) .",0
793,P07-1068,a holistic lexiconbased approach to opinion mining,,factorizing complex models a case study in mention detection,R Florian,"For instance , part of the ACE Phase 2 also adopted a corpus-based approach to SC deterevaluation involves classifying an NP as PERSON , mination that is investigated as part of the mention ORGANIZATION , GPE ( a geographical-political redetection ( MD ) task ( e.g. , #AUTHOR_TAG ) .",4
794,D11-1138,a holistic lexiconbased approach to opinion mining,,domain adaptation with structural correspondence learning,J Blitzer,"In most cases , the accuracy of parsers degrades when run on out-of-domain data ( Gildea , 2001 ; McClosky et al. , 2006 ; #AUTHOR_TAG ; Petrov et al. , 2010 ) .",0
795,K15-1002,a holistic lexiconbased approach to opinion mining,,design challenges and misconceptions in named entity recognition,L Ratinov,"Based on this assumption , the problem of identifying mention heads is a sequential phrase identification problem , and we choose to employ the BILOU-representation as it has advantages over traditional BIO-representation , as shown , e.g. in #AUTHOR_TAG .",3
796,W04-1610,a holistic lexiconbased approach to opinion mining,,on the specification of term values in automatic indexingquot,G Salton,"TF is given by TFD , t , and it denotes frequency of term t in document D. IDF is given by IDFt = log ( N/dft ) , where N is the number of documents in the collection , and dft is the number of documents containing the term t. ( #AUTHOR_TAG ) proposed the combination of TF and IDF as weighting schemes , and it has been shown that their product gave better performance .",3
797,W01-1510,a holistic lexiconbased approach to opinion mining,,the logic of typed feature structures,Bob Carpenter,"An HPSG grammar consists of lexical entries and ID grammar rules , each of which is described with typed feature structures ( #AUTHOR_TAG ) .",0
